"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource"
2020-10-11 11:09:24,4.5069,96.6871,153.6,4.7,"mb",NA,141,0.762,0.83,"us","us6000c7iv",2020-10-11 11:28:36,"74 km ENE of Meulaboh, Indonesia","earthquake",9.1,6.7,0.08,47,"reviewed","us","us"
2020-10-11 06:54:53,13.1225,146.8908,10,4.7,"mb",NA,121,2.022,0.52,"us","us6000c7ht",2020-10-11 07:22:29,"221 km ESE of Yigo Village, Guam","earthquake",6,1.8,0.09,38,"reviewed","us","us"
2020-10-11 00:41:08,-14.1874,-72.9527,76.67,4.6,"mb",NA,80,4.375,0.68,"us","us6000c7f0",2020-10-11 01:09:31,"7 km ENE of Pachaconas, Peru","earthquake",8.6,3.8,0.094,34,"reviewed","us","us"
2020-10-10 20:58:37,-62.3357,-58.154,10,5,"mb",NA,69,0.257,0.61,"us","us6000c7e4",2020-10-10 21:14:56,"South Shetland Islands","earthquake",4.8,1.8,0.092,39,"reviewed","us","us"
2020-10-10 20:22:28,4.7792,95.7159,96.5,4.5,"mb",NA,128,1.305,0.82,"us","us6000c7di",2020-10-10 22:36:07,"72 km SSW of Sigli, Indonesia","earthquake",7.4,4.1,0.069,61,"reviewed","us","us"
2020-10-10 17:38:00,24.6316,93.4817,54.6,5.4,"mww",NA,22,0.846,0.59,"us","us6000c7ce",2020-10-11 04:49:13,"33 km WNW of Moirang, India","earthquake",6,5.2,0.069,20,"reviewed","us","us"
2020-10-10 17:19:51,-15.8034,167.9965,178.1,4.8,"mb",NA,112,0.842,1.22,"us","us6000c7cc",2020-10-10 17:37:22,"70 km ENE of Lakatoro, Vanuatu","earthquake",7.5,5.6,0.066,76,"reviewed","us","us"
2020-10-10 13:14:57,-28.5676,-112.3045,10,5.9,"mww",NA,50,2.901,1.02,"us","us6000c7b1",2020-10-11 04:21:49,"Easter Island region","earthquake",10.8,1.8,0.075,17,"reviewed","us","us"
2020-10-10 11:22:10,58.5024,-150.7889,45,4.6,"ml",NA,NA,NA,0.63,"ak","ak020d1vb29a",2020-10-10 15:01:35,"111 km SSE of Port Graham, Alaska","earthquake",NA,0.5,NA,NA,"reviewed","ak","ak"
2020-10-10 10:43:04,-4.6942,102.6566,53.79,4.8,"mb",NA,89,0.445,1.01,"us","us6000c7ak",2020-10-10 10:59:41,"98 km SW of Pagar Alam, Indonesia","earthquake",5.4,6,0.085,43,"reviewed","us","us"
2020-10-10 09:08:43,-5.9987,122.5764,10,4.6,"mb",NA,95,2.641,0.76,"us","us6000c7a8",2020-10-10 09:28:12,"118 km S of Katabu, Indonesia","earthquake",7.2,1.9,0.107,26,"reviewed","us","us"
2020-10-10 06:48:42,-33.7301,-72.4601,9.31,4.5,"mwr",NA,175,0.985,0.31,"us","us6000c79c",2020-10-10 13:47:47,"80 km W of San Antonio, Chile","earthquake",5.6,2.1,0.055,32,"reviewed","us","us"
2020-10-10 06:41:30,51.9962,-169.7394,38.29,4.8,"mb",NA,183,0.834,0.98,"us","us6000c792",2020-10-11 06:07:42,"120 km SSW of Nikolski, Alaska","earthquake",8.8,7.7,0.097,33,"reviewed","us","us"
2020-10-10 03:40:45,-35.252,53.9102,10,5,"mww",NA,76,11.865,0.58,"us","us6000c77u",2020-10-10 04:20:16,"Southwest Indian Ridge","earthquake",10.9,1.9,0.086,13,"reviewed","us","us"
2020-10-09 21:22:23,-17.2155,167.4266,10,5.4,"mww",NA,24,1.771,0.71,"us","us6000c760",2020-10-11 00:41:27,"110 km WNW of Port-Vila, Vanuatu","earthquake",5.6,1.7,0.071,19,"reviewed","us","us"
2020-10-09 17:01:13,-19.0982,-174.0334,10,4.8,"mb",NA,78,5.593,0.9,"us","us6000c74m",2020-10-09 17:19:29,"49 km S of Neiafu, Tonga","earthquake",4.4,1.9,0.102,34,"reviewed","us","us"
2020-10-09 08:55:50,-27.8873,-66.3767,152.19,5,"mb",NA,79,2.662,0.95,"us","us6000c701",2020-10-09 09:12:12,"34 km S of Andalgalá, Argentina","earthquake",9.5,7.5,0.087,42,"reviewed","us","us"
2020-10-09 06:27:50,14.921,-91.8755,112.15,4.5,"mb",NA,137,0.431,0.62,"us","us6000c6z8",2020-10-09 06:51:10,"4 km ESE of San Rafael Pie de la Cuesta, Guatemala","earthquake",8.7,5.3,0.095,32,"reviewed","us","us"
2020-10-09 05:57:41,2.1021,97.7007,60.1,4.5,"mb",NA,91,0.802,0.99,"us","us6000c6z4",2020-10-09 06:19:41,"22 km SSW of Singkil, Indonesia","earthquake",7,8.6,0.156,12,"reviewed","us","us"
2020-10-09 04:14:03,17.8389,-62.4897,13.69,4.6,"mb",NA,60,0.581,0.39,"us","us6000c6ya",2020-10-09 15:32:36,"58 km NNE of Nicola Town, Saint Kitts and Nevis","earthquake",2,5.1,0.07,60,"reviewed","us","us"
2020-10-09 02:57:20,-6.0392,122.5974,11.25,5.2,"mww",NA,44,2.604,0.82,"us","us6000c6xe",2020-10-09 03:15:20,"122 km S of Katabu, Indonesia","earthquake",6.6,4.5,0.083,14,"reviewed","us","us"
2020-10-09 01:21:24,17.994,-63.9913,35,4.5,"md",18,348,1.8634,0.49,"pr","pr2020283000",2020-10-09 12:51:22,"85 km ENE of Saint Croix, U.S. Virgin Islands","earthquake",8.42,32.229,0.15,10,"reviewed","pr","pr"
2020-10-08 23:14:35,-6.2472,146.2885,105.33,5.1,"mb",NA,57,3.253,0.93,"us","us6000c6w6",2020-10-09 08:25:33,"47 km E of Kainantu, Papua New Guinea","earthquake",9,7.1,0.068,69,"reviewed","us","us"
2020-10-08 18:24:51,52.6971,152.6372,519.36,5,"mb",NA,39,3.093,0.87,"us","us6000c6um",2020-10-08 21:10:32,"296 km WNW of Ozernovskiy, Russia","earthquake",8.7,6.3,0.02,773,"reviewed","us","us"
2020-10-08 16:27:45,-11.2206,163.2856,20.69,4.9,"mb",NA,48,3.731,0.84,"us","us6000c6tx",2020-10-08 16:55:19,"171 km ESE of Kirakira, Solomon Islands","earthquake",7.2,5.5,0.06,98,"reviewed","us","us"
2020-10-08 15:58:49,-5.9004,150.8349,30,5.8,"mww",NA,28,2.152,0.8,"us","us6000c6si",2020-10-09 16:45:33,"86 km ESE of Kimbe, Papua New Guinea","earthquake",5.1,1.8,0.054,33,"reviewed","us","us"
2020-10-08 15:48:26,-58.9377,-25.5913,79.34,5.2,"mb",NA,46,7.605,0.88,"us","us6000c6sf",2020-10-09 16:28:25,"South Sandwich Islands region","earthquake",10,4.6,0.068,74,"reviewed","us","us"
2020-10-08 15:25:09,-11.2041,163.256,40.64,5,"mb",NA,44,3.698,1.02,"us","us6000c6sb",2020-10-08 15:43:51,"167 km ESE of Kirakira, Solomon Islands","earthquake",8.5,6.9,0.044,176,"reviewed","us","us"
2020-10-08 14:22:39,52.7184,-168.2558,36.99,5.7,"mww",NA,169,0.677,1.35,"us","us6000c6rg",2020-10-10 14:35:38,"47 km ESE of Nikolski, Alaska","earthquake",4.9,2.1,0.05,39,"reviewed","us","us"
2020-10-08 10:42:21,71.6289,-11.3894,10,5,"mb",NA,59,3.63,0.91,"us","us6000c6p1",2020-10-08 21:34:17,"124 km NW of Olonkinbyen, Svalbard and Jan Mayen","earthquake",7.3,1.9,0.028,395,"reviewed","us","us"
2020-10-08 10:31:57,-5.4926,151.9703,58.18,4.9,"mb",NA,126,1.307,0.96,"us","us6000c6nz",2020-10-08 11:06:22,"131 km SSW of Kokopo, Papua New Guinea","earthquake",8.7,6.2,0.055,106,"reviewed","us","us"
2020-10-08 09:02:20,-62.31,-58.2603,10,4.9,"mb",NA,99,0.201,0.63,"us","us6000c6nn",2020-10-08 09:45:58,"South Shetland Islands","earthquake",9.8,1.9,0.106,28,"reviewed","us","us"
2020-10-08 08:42:07,-11.7596,167.2045,193.44,4.5,"mb",NA,91,3.665,0.53,"us","us6000c6nh",2020-10-08 09:09:55,"191 km SE of Lata, Solomon Islands","earthquake",9.8,6.9,0.106,26,"reviewed","us","us"
2020-10-08 07:35:32,-6.114,146.1686,103.49,6.3,"mww",NA,15,3.413,0.89,"us","us6000c6mu",2020-10-10 08:04:39,"38 km ENE of Kainantu, Papua New Guinea","earthquake",7,5.6,0.073,18,"reviewed","us","us"
2020-10-08 03:34:31,29.7637,129.6591,35,4.9,"mb",NA,128,1.869,0.59,"us","us6000c6m6",2020-10-08 04:29:12,"92 km SW of Kurio, Japan","earthquake",10.2,2,0.059,89,"reviewed","us","us"
2020-10-08 03:18:32,12.4027,-88.936,35,4.5,"mb",NA,159,1.892,0.93,"us","us6000c6ly",2020-10-08 04:00:39,"106 km SSW of Puerto El Triunfo, El Salvador","earthquake",7.3,2,0.041,173,"reviewed","us","us"
2020-10-07 23:50:46,-6.4422,130.1224,105.98,4.8,"mb",NA,70,1.924,0.81,"us","us6000c6kw",2020-10-08 00:07:48,"Banda Sea","earthquake",6.2,7.2,0.087,41,"reviewed","us","us"
2020-10-07 22:13:05,41.4789,19.4973,10,4.5,"mb",NA,49,0.966,0.92,"us","us6000c6kg",2020-10-07 23:15:43,"15 km NNW of Shijak, Albania","earthquake",3.9,1.9,0.131,18,"reviewed","us","us"
2020-10-07 22:08:35,-18.0035,-177.9698,601.99,4.5,"mb",NA,41,3.677,0.85,"us","us6000c6kf",2020-10-07 22:26:53,"287 km E of Levuka, Fiji","earthquake",12.5,8.7,0.049,121,"reviewed","us","us"
2020-10-07 18:27:26,0.4102,125.9057,30.53,4.9,"mb",NA,58,1.504,0.79,"us","us6000c6ib",2020-10-07 18:57:29,"Molucca Sea","earthquake",6.9,5.9,0.089,39,"reviewed","us","us"
2020-10-07 18:24:34,18.174,-64.1781,10,5.3,"ml",30,197,1.671,0.57,"pr","pr2020281016",2020-10-08 15:49:57,"67 km ESE of Cruz Bay, U.S. Virgin Islands","earthquake",4.33,31.61,0.12,11,"reviewed","pr","pr"
2020-10-07 18:04:18,23.402,142.9844,38.59,4.9,"mb",NA,140,13.107,1,"us","us6000c6ik",2020-10-07 19:38:11,"Volcano Islands, Japan region","earthquake",11,8.1,0.05,126,"reviewed","us","us"
2020-10-07 12:36:28,-62.3265,-58.3201,11.75,4.7,"mb",NA,75,0.183,0.47,"us","us6000c6ep",2020-10-07 12:52:31,"South Shetland Islands","earthquake",5.8,4,0.113,24,"reviewed","us","us"
2020-10-07 06:50:13,-10.4971,120.9259,51.6,4.9,"mb",NA,75,2.257,1.2,"us","us6000c6cn",2020-10-07 07:11:56,"117 km SE of Waingapu, Indonesia","earthquake",7,6.6,0.096,34,"reviewed","us","us"
2020-10-07 06:13:57,-5.9822,130.6131,128.45,4.5,"mb",NA,74,2.1,0.97,"us","us6000c6cd",2020-10-07 06:35:37,"240 km W of Tual, Indonesia","earthquake",6.5,7.6,0.116,22,"reviewed","us","us"
2020-10-07 05:34:23,-28.994,-71.1249,52.68,4.7,"mwr",NA,98,0.372,0.77,"us","us6000c6bs",2020-10-07 12:12:02,"58 km SW of Vallenar, Chile","earthquake",5.9,7.1,0.051,37,"reviewed","us","us"
2020-10-07 01:34:15,51.332,-178.3596,48.36,4.9,"mb",NA,139,0.36,1.24,"us","us6000c69l",2020-10-07 09:36:44,"133 km WSW of Adak, Alaska","earthquake",4.2,5.9,0.027,424,"reviewed","us","us"
2020-10-07 00:35:55,-11.9466,166.7322,156.94,4.8,"mb",NA,118,3.509,0.52,"us","us6000c695",2020-10-07 00:54:43,"169 km SE of Lata, Solomon Islands","earthquake",13.5,7.9,0.086,42,"reviewed","us","us"
2020-10-06 23:02:06,34.2947,137.9254,294.33,4.6,"mb",NA,80,0.437,0.75,"us","us6000c68f",2020-10-06 23:30:26,"43 km SW of Oyama, Japan","earthquake",8.2,6.6,0.051,114,"reviewed","us","us"
2020-10-06 22:02:54,25.6018,94.778,65.38,4.6,"mb",NA,121,1.433,0.46,"us","us6000c688",2020-10-10 17:47:44,"28 km ESE of Phek, India","earthquake",11.4,8.5,0.067,67,"reviewed","us","us"
2020-10-06 19:11:34,-7.2969,39.7801,10,4.6,"mb",NA,67,5.201,0.41,"us","us6000c679",2020-10-06 21:49:17,"62 km ESE of Vikindu, Tanzania","earthquake",10.5,1.9,0.089,38,"reviewed","us","us"
2020-10-06 13:56:42,-62.365,-58.1772,10,5.4,"mww",NA,74,0.26,0.68,"us","us6000c63r",2020-10-07 15:03:24,"South Shetland Islands","earthquake",4.6,1.8,0.073,18,"reviewed","us","us"
2020-10-06 13:52:31,-9.5502,112.8705,35,4.9,"mww",NA,110,1.659,1.16,"us","us6000c63n",2020-10-06 15:20:14,"148 km S of Dampit, Indonesia","earthquake",6.9,1.2,0.098,10,"reviewed","us","us"
2020-10-06 13:22:06,9.5669,126.6839,40.83,4.8,"mb",NA,115,2.711,0.23,"us","us6000c63i",2020-10-06 15:17:33,"62 km ENE of Cortes, Philippines","earthquake",5.6,7,0.089,39,"reviewed","us","us"
2020-10-06 13:17:36,-0.9431,122.1775,45.98,4.9,"mb",NA,47,0.602,0.79,"us","us6000c63c",2020-10-06 15:13:21,"67 km W of Luwuk, Indonesia","earthquake",5.3,6.3,0.097,35,"reviewed","us","us"
2020-10-06 10:11:46,-18.0186,-178.4948,628.77,6,"mww",NA,18,3.298,1.11,"us","us6000c617",2020-10-07 15:26:49,"231 km E of Levuka, Fiji","earthquake",9.6,3.3,0.049,40,"reviewed","us","us"
2020-10-06 08:47:01,0.7895,127.2634,101.52,5,"mb",NA,66,0.104,0.81,"us","us6000c60p",2020-10-06 09:03:02,"13 km W of Ternate, Indonesia","earthquake",7.2,5.7,0.12,22,"reviewed","us","us"
2020-10-06 08:12:01,39.7429,73.8726,10,4.5,"mb",NA,149,1.618,1.46,"us","us6000c60i",2020-10-07 07:55:06,"121 km ESE of Nookat, Kyrgyzstan","earthquake",5.7,2,0.204,7,"reviewed","us","us"
2020-10-06 06:27:35,39.405,141.9818,92.77,4.6,"mb",NA,99,1.551,0.54,"us","us6000c5zw",2020-10-06 06:53:23,"7 km SSE of Yamada, Japan","earthquake",6.4,6.6,0.041,177,"reviewed","us","us"
2020-10-06 06:13:40,34.1533,79.0917,10,4.6,"mb",NA,82,7.036,0.69,"us","us6000c5zr",2020-10-06 07:30:59,"139 km E of Leh, India","earthquake",4.7,1.9,0.078,51,"reviewed","us","us"
2020-10-06 05:54:50,54.8444,-159.8598,30.42,5.9,"mww",NA,122,0.157,0.87,"us","us6000c5zm",2020-10-08 06:03:43,"68 km SE of Sand Point, Alaska","earthquake",3.5,4.2,0.043,53,"reviewed","us","us"
2020-10-06 05:06:39,-38.2514,-75.2831,10,4.9,"mww",NA,134,2.241,0.74,"us","us6000c5zf",2020-10-09 05:15:09,"160 km WSW of Lebu, Chile","earthquake",3.4,1.9,0.066,22,"reviewed","us","us"
2020-10-06 04:24:57,32.8645,-39.838,10,5.4,"mww",NA,50,19.023,0.7,"us","us6000c5ze",2020-10-06 22:36:13,"northern Mid-Atlantic Ridge","earthquake",9.7,1.8,0.05,38,"reviewed","us","us"
2020-10-06 00:16:46,-3.0712,130.3657,10,4.7,"mb",NA,36,1.886,0.88,"us","us6000c5y6",2020-10-10 22:12:59,"163 km E of Amahai, Indonesia","earthquake",6.2,1.8,0.085,42,"reviewed","us","us"
2020-10-05 23:43:20,34.171,79.2064,10,5,"mww",NA,21,7.017,0.62,"us","us6000c5y3",2020-10-10 22:18:55,"149 km E of Leh, India","earthquake",6.9,1.7,0.086,13,"reviewed","us","us"
2020-10-05 19:04:00,19.8934,145.3039,127.4,5.3,"mww",NA,51,4.65,0.94,"us","us6000c5t3",2020-10-10 19:14:10,"Maug Islands region, Northern Mariana Islands","earthquake",6.4,4.7,0.061,26,"reviewed","us","us"
2020-10-05 19:01:27,-62.2962,-58.2894,10,5.1,"mww",NA,65,0.184,1.25,"us","us6000c5t4",2020-10-07 13:10:18,"South Shetland Islands","earthquake",6.4,1.9,0.093,11,"reviewed","us","us"
2020-10-05 14:01:17,39.4728,141.9102,64.42,4.7,"mb",NA,97,1.466,0.35,"us","us6000c5pr",2020-10-05 17:08:47,"3 km W of Yamada, Japan","earthquake",8.7,7.9,0.12,21,"reviewed","us","us"
2020-10-05 13:03:34,-15.6294,167.8695,120.29,5.1,"mb",NA,91,0.667,0.65,"us","us6000c5p7",2020-10-05 17:06:46,"69 km NE of Norsup, Vanuatu","earthquake",8.2,3.9,0.072,62,"reviewed","us","us"
2020-10-05 11:03:15,-21.8537,169.6045,10,4.7,"mb",NA,97,1.51,0.93,"us","us6000c5n9",2020-10-05 11:32:00,"southeast of the Loyalty Islands","earthquake",6.5,1.9,0.104,28,"reviewed","us","us"
2020-10-05 09:04:31,52.2107,158.8914,99.97,4.5,"mb",NA,150,0.827,1.08,"us","us6000c5mu",2020-10-05 10:07:47,"86 km SSE of Vilyuchinsk, Russia","earthquake",9.6,6.6,0.087,39,"reviewed","us","us"
2020-10-05 08:48:11,-54.5022,-132.9985,10,5.2,"mb",NA,65,31.222,0.76,"us","us6000c5ms",2020-10-05 09:06:51,"Pacific-Antarctic Ridge","earthquake",6.5,1.9,0.048,144,"reviewed","us","us"
2020-10-05 07:30:50,2.3354,124.7296,213.42,4.8,"mb",NA,55,3.059,0.84,"us","us6000c5m9",2020-10-05 07:53:36,"95 km N of Manado, Indonesia","earthquake",7.7,7.1,0.066,71,"reviewed","us","us"
2020-10-05 07:12:02,-21.8618,169.744,10,5.2,"mww",NA,85,1.638,0.62,"us","us6000c5m0",2020-10-05 13:44:26,"195 km E of Tadine, New Caledonia","earthquake",7,1.9,0.098,10,"reviewed","us","us"
2020-10-05 04:39:23,-40.9358,-91.2401,10,4.5,"mb",NA,248,14.224,0.55,"us","us6000c5lj",2020-10-05 05:28:41,"West Chile Rise","earthquake",10.4,2,0.127,18,"reviewed","us","us"
2020-10-05 03:07:48,-9.667,119.345,71.48,4.9,"mww",NA,80,3.034,1.08,"us","us6000c5l3",2020-10-05 03:23:48,"100 km W of Waingapu, Indonesia","earthquake",7.5,7,0.098,10,"reviewed","us","us"
2020-10-05 02:32:24,36.3021,140.8268,81.1,4.9,"mb",NA,112,2.124,0.89,"us","us6000c5l1",2020-10-05 12:25:05,"near the east coast of Honshu, Japan","earthquake",7.8,6.9,0.079,50,"reviewed","us","us"
2020-10-05 01:27:07,37.5599,-31.8138,10,5,"mb",NA,104,12.853,0.63,"us","us6000c5kz",2020-10-05 02:14:21,"209 km SSW of Lajes das Flores, Portugal","earthquake",12.9,1.9,0.069,67,"reviewed","us","us"
2020-10-05 01:10:12,-19.4391,-174.0583,10,4.9,"mb",NA,86,3.919,1.22,"us","us6000c5kq",2020-10-05 01:43:54,"51 km NE of Pangai, Tonga","earthquake",10.9,1.8,0.098,33,"reviewed","us","us"
2020-10-05 00:34:35,-31.3889,-178.8668,62.57,4.7,"mb",NA,86,2.285,0.7,"us","us6000c71l",2020-10-10 05:29:35,"Kermadec Islands region","earthquake",10.6,6.9,0.133,17,"reviewed","us","us"
2020-10-04 23:20:55,-20.017,-173.1692,10,4.9,"mb",NA,46,3.197,1.16,"us","us6000c5k6",2020-10-10 22:24:52,"126 km E of Pangai, Tonga","earthquake",8.5,1.7,0.03,359,"reviewed","us","us"
2020-10-04 21:32:03,4.1988,-71.386,15.22,4.5,"mb",NA,65,2.995,0.44,"us","us6000c5jq",2020-10-05 05:01:13,"65 km S of Orocué, Colombia","earthquake",8.3,6,0.102,28,"reviewed","us","us"
2020-10-04 20:21:13,-5.982,-76.7276,35.01,4.7,"mb",NA,139,4.355,0.56,"us","us6000c5j3",2020-10-06 19:13:53,"27 km ENE of Moyobamba, Peru","earthquake",9.1,7.8,0.048,130,"reviewed","us","us"
2020-10-04 19:12:15,10.9775,-61.5217,51.53,4.8,"mb",NA,84,1.155,1.02,"us","us6000c5ip",2020-10-06 15:50:08,"30 km N of Petit Valley, Trinidad and Tobago","earthquake",6.4,6.8,0.034,275,"reviewed","us","us"
2020-10-04 18:16:53,13.6078,120.7662,121.85,5.6,"mww",NA,27,3.933,0.82,"us","us6000c5i4",2020-10-05 18:20:54,"12 km WSW of Tingloy, Philippines","earthquake",7.7,3.9,0.038,67,"reviewed","us","us"
2020-10-04 17:36:57,-11.5647,166.3081,59.59,4.9,"mb",NA,109,3.956,0.76,"us","us6000c5hv",2020-10-04 19:59:15,"108 km SSE of Lata, Solomon Islands","earthquake",10.6,7.7,0.079,50,"reviewed","us","us"
2020-10-04 17:13:14,27.6296,-111.1488,10,4.5,"mb",NA,179,1.018,0.7,"us","us6000c5hp",2020-10-05 16:00:04,"37 km SSW of San Carlos, Mexico","earthquake",5.4,2,0.54,1,"reviewed","us","us"
2020-10-04 09:35:48,-11.5849,166.4684,65.85,4.7,"mb",NA,109,3.905,0.75,"us","us6000c5eq",2020-10-04 09:54:32,"120 km SE of Lata, Solomon Islands","earthquake",7.8,7.5,0.12,21,"reviewed","us","us"
2020-10-04 09:23:23,-17.7023,-178.7343,558.56,4.5,"mb",NA,72,3.062,0.85,"us","us6000c5ej",2020-10-04 09:44:25,"210 km ENE of Levuka, Fiji","earthquake",11.8,5,0.043,158,"reviewed","us","us"
2020-10-04 09:17:28,49.0969,155.2235,53.76,5.1,"mww",NA,128,4.308,0.92,"us","us6000c5ef",2020-10-04 18:33:11,"187 km SSW of Severo-Kuril’sk, Russia","earthquake",9.5,6.8,0.086,13,"reviewed","us","us"
2020-10-04 07:11:45,51.252,-179.268,42.09,4.8,"mb",NA,140,0.907,0.97,"us","us6000c5e0",2020-10-04 14:54:40,"195 km WSW of Adak, Alaska","earthquake",7,6.9,0.026,477,"reviewed","us","us"
2020-10-04 03:35:23,-12.4267,166.4353,96.35,5.1,"mww",NA,36,3.093,1.1,"us","us6000c5cl",2020-10-09 21:37:53,"200 km SSE of Lata, Solomon Islands","earthquake",9.2,5.2,0.069,20,"reviewed","us","us"
